Instruction,Summary,Category,User story
"Definition: In this task, given a sentence in the Lao (Laotian) language, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Laotian language to English language while preserving named entities in the original language,Translation,"As a translator, I want to accurately translate sentences from Lao to English, So that non-Lao speakers can comprehend the content."
"Definition: In this task, given a sentence in the Central Khmer language, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Khmer language to English language while preserving named entities in the original language,Translation,"As a translator, I want to precisely translate sentences from Central Khmer to English, So that non-Central Khmer speakers can understand the meaning."
"Definition: In this task, given a sentence in the Japanese language, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Japanese language to English language while preserving named entities in the original language,Translation,"As a translator, I want to convert Japanese sentences into English, so non-Japanese speakers can understand the content."
"Definition: In this task, you will be given a sentence in the Indonesian language(Bahasa variant). Your job is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Bahasa language to English language while preserving named entities in the original language,Translation,"As a translator, I want to convert Indonesian sentences into English, enabling English speakers to comprehend Bahasa Indonesia content."
"Definition: In this task, given a sentence in the Hindi language, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Hindi language to English language while preserving named entities in the original language,Translation,"As a translator, I want to convert Hindi sentences into English, thereby making them accessible to English readers."
"Definition: In this task, given a sentence in the Filipino language, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Filipino language to English language while preserving named entities in the original language,Translation,"As a translator, I want to translate sentences from Filipino to English, allowing English speakers to understand the content."
"Definition: In this task, given a sentence in the Bengali language, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from Bengali language to English language while preserving named entities in the original language,Translation,"As a translator, I want to translate Bengali sentences into English, thus enabling non-Bengali speakers to read and understand the information."
"Definition: In this task, given a sentence in English Tokens, your task is to convert it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English Tokens to English language while preserving named entities in the original language,Translation,"As a user, I want to convert English tokens back into a coherent sentence, So that I can understand the meaning conveyed by the tokens."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Chinese language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Chinese language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Chinese, So that I can make the content accessible to Mandarin-speaking audiences."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Vietnamese language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Vietnamese language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Vietnamese, So that non-English speakers can comprehend the content."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Thai language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Thai language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Thai, So that Thai-speaking users can understand the content."
"Definition: In this task, given a sentence in the English language, and your task is to convert it into the Burmese language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Burmese language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Burmese, So that Burmese-speaking individuals can comprehend the information."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Malay language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Malay language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Malay, So that Malay speakers can understand the content."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Lao (Laotian) language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Laotian language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Lao (Laotian), So that Lao speakers can access and understand the information."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Khmer language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Khmer language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Khmer, So that Khmer speakers can read and understand the text."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Japanese language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Japanese language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Japanese, So that Japanese readers can grasp the meaning of the text."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Bahasa (Indonesian) language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Bahasa language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Bahasa (Indonesian), So that Indonesian speakers can comprehend the message."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Hindi language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Hindi language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Hindi, So that Hindi speakers can understand the content clearly."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Filipino language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Filipino language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Filipino, So that Filipino speakers can easily understand the text."
"Definition: In this task, given a sentence in the English language, your task is to convert it into English Tokens. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to English tokens while preserving named entities in the original language,Translation,"As a language processor, I want to tokenize English sentences into individual words or tokens, So that the text can be processed more efficiently for further analysis."
"Definition: In this task, given a sentence in the English language, your task is to convert it into the Bengali language. Emphasis & Caution: - Things to avoid: -Example:- ",Language Translate of Dataset Card for ALT from English language to Bengali language while preserving named entities in the original language,Translation,"As a translator, I want to translate English sentences into Bengali, So that Bengali speakers can understand the content accurately."
"Definition: Given a sentence in the Sinhala language, translate it into the English language. Emphasis & Caution: - Things to avoid: -Example:- ",Translating the text from sinhali to english,Translation,"As a translator, I want to accurately translate sentences, So that non-Sinhala speakers can understand the content, By converting the given Sinhala text into its English equivalent."
"Definition: In this task, you will be given text in English. You need to translate the text into the Sinhali language. Emphasis & Caution: - Things to avoid: -Example:- ",Translating the text from english to sinhali,Translation,"As a translator, I want to translate English text into Sinhala, So that non-English speakers can understand the content, By accurately converting the meaning and context of the source text into Sinhala."
"Definition: Given an English sentence, convert it into the french language. Emphasis & Caution: - Things to avoid: -Example:- ",Translation from english to french sentences.,Translation,"As a translator, I want to translate an English sentence into French, So that I can provide accurate communication across languages."
"Definition: In this task, you are given a sentence in Arabic, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given an Arabic sentence, translate it into English.",Translation,"As a translator, I want to accurately translate a given sentence from Arabic into English, So that the meaning is preserved and effectively communicated to English speakers."
"Definition: In this task, you will be presented with an English sentence, and you have to translate it into Arabic. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English sentence, translate it into Arabic.",Translation,"As a translator, I want to accurately translate a given sentence from English into Arabic, So that the meaning is effectively conveyed to Arabic speakers."
"Definition: In this task, you are given a question in English, and your task is to translate it into Persian. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English question, translate it into Persian.",Translation,"As a translator, I want to accurately translate a given question from English into Persian, So that the question's meaning remains clear and understandable for Persian speakers."
"Definition: In this task, you are given a question in Persian, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given a Persian question, translate it into English.",Translation,"As a translator, I want to accurately translate a given question from Persian into English, So that the meaning of the question is accessible and clear to English speakers."
"Definition: In this task, you are given a sentence from the Bible in Persian, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given a Persian sentence from the Bible, translate it into English.",Translation,"As a translator, I want to accurately translate a given sentence from the Bible in Persian into English, So that the biblical message is understood by English-speaking audiences."
"Definition: In this task, you are given a sentence from the Bible in English, and your task is to translate it into Persian. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English sentence from the Bible, translate it into Persian.",Translation,"As a translator, I want to accurately translate a given sentence from the Bible in English into Persian, So that Persian-speaking readers can comprehend the biblical text."
"Definition: In this task, you are given a sentence from the Quran in English, and your task is to translate it into Persian. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English sentence from the Quran, translate it into Persian.",Translation,"As a translator, I want to accurately translate a given sentence from the Quran in English into Persian, So that Persian-speaking Muslims can fully understand the religious scripture."
"Definition: In this task, you are given a sentence from the Quran in Persian, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given a Persian sentence from the Quran, translate it into English.",Translation,"As a translator, I want to accurately translate a given sentence from the Quran in Persian into English, So that English-speaking individuals can access and understand the sacred text."
"Definition: In this task, you are given a sentence in English, and your task is to translate it into Persian. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English sentence, translate it into Persian.",Translation,"As a translator, I want to accurately translate a given sentence from English into Persian, So that the meaning can be effectively communicated to Persian speakers."
"Definition: In this task, you are given a sentence in Persian, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given a Persian sentence, translate it into English.",Translation,"As a translator, I want to accurately translate a given sentence from Persian into English, So that the meaning can be clearly understood by English speakers."
"Definition: In this task, you are given a sentence in Persian, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given a Persian sentence, translate it into English.",Translation,"As a translator, I want to accurately translate the given Persian sentence into English, So that non-Persian speakers can understand its content."
"Definition: In this task, you are given a sentence in English, and your task is to translate it into Persian. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English sentence, translate it into Persian.",Translation,"As a translator, I want to accurately translate the given English sentence into Persian, So that Persian speakers can comprehend its meaning."
"Definition: In this task, you are given a sentence in Persian, and your task is to translate it into English. Emphasis & Caution: - Things to avoid: -Example:- ","Given a Persian sentence, translate it into English.",Translation,"As a translator, I want to accurately translate the given Persian sentence into English, So that English speakers can understand its meaning."
"Definition: In this task, you are given a sentence in English, and your task is to translate it into Persian. Emphasis & Caution: - Things to avoid: -Example:- ","Given an English sentence, translate it into Persian.",Translation,"As translator, I want to accurately translate the given English sentence into Persian, So that Persian speakers can comprehend the information."
"Definition: In this task, you are given a sentence in the French language. Your task is to convert it to Slovak language. Emphasis & Caution: - Things to avoid: -Example:- ",Translate French sentences to Slovak while preserving named entities in the original language,Translation,"As a translator, I want to accurately translate sentences, So that users can comprehend the content in their native Slovak language, By converting the given French sentences into their Slovak equivalent."
"Definition: In this task, you are given a sentence in the Spanish language. Your task is to convert it to Lithuanian language. Emphasis & Caution: - Things to avoid: -Example:- ",Translate Spanish sentences to Lithuanian while preserving named entities in the original language,Translation,"As a translator, I want to accurately translate sentences, So that users can understand the content in their native Lithuanian language, By converting the given Spanish sentences into their Lithuanian equivalent."
"Definition: In this task, you are given a sentence in the Bulgarian language. Your task is to convert it to Greek language. Emphasis & Caution: - Things to avoid: -Example:- ",Translate Bulgarian sentences to Greek while preserving named entities in the original language,Translation,"As a translator, I want to translate sentences from Bulgarian to Greek, so that the content can be understood by Greek speakers, by accurately converting the provided Bulgarian text into its Greek equivalent."
"Definition: Given a sentence in English, provide an equivalent paraphrased translation in Korean that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in English, provide an equivalent translation to Korean",Translation,"As a language translator, I want to provide accurate and equivalent paraphrased translations from English to Korean, ensuring that the meaning remains unchanged across both the translation and paraphrasing process."
"Definition: Given a sentence in English, provide an equivalent paraphrased translation in French that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in English, provide an equivalent translation to French",Translation,"As a language translator, I want to create accurate French paraphrases of given English sentences, ensuring that the meaning is preserved throughout both the translation and paraphrasing process."
"Definition: Given a sentence in English, provide an equivalent paraphrased translation in Spanish that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in English, provide an equivalent translation to Spanish",Translation,"As a language translator, I want to generate accurate Spanish paraphrases for given English sentences, ensuring the meaning remains consistent across both the translation and paraphrasing stages."
"Definition: Given a sentence in English, provide an equivalent paraphrased translation in German that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in English, provide an equivalent translation to German",Translation,"As a language translator, I aim to deliver precise German paraphrases of given English sentences, maintaining the original meaning consistently during both the translation and paraphrasing steps."
"Definition: Given a sentence in English, provide an equivalent paraphrased translation in Chinese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in English, provide an equivalent translation to Chinese",Translation,"As a language translator, I intend to offer accurate Chinese paraphrases of provided English sentences, guaranteeing that the meaning stays consistent throughout both the translation and paraphrasing processes."
"Definition: Given a sentence in English, provide an equivalent paraphrased translation in Japanese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in English, provide an equivalent translation to Japanese",Translation,"As a language translator, I aim to deliver accurate Japanese paraphrases of given English sentences, ensuring that the meaning is consistently maintained during both the translation and paraphrasing tasks."
"Definition: Given a sentence in Korean, provide an equivalent paraphrased translation in English that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Korean, provide an equivalent translation to English",Translation,"As a language translator, I want to create accurate English paraphrases of given Korean sentences, making sure the meaning remains consistent throughout the translation and paraphrasing process."
"Definition: Given a sentence in Korean, provide an equivalent paraphrased translation in French that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Korean, provide an equivalent translation to French",Translation,"As a language translator, I need to provide an accurate French paraphrase for a given Korean sentence, ensuring that the meaning remains consistent throughout both the translation and paraphrasing phases."
"Definition: Given a sentence in Korean, provide an equivalent paraphrased translation in Spanish that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Korean, provide an equivalent translation to Spanish",Translation,"As a language translator, I aim to generate a precise Spanish paraphrase of a given Korean sentence, maintaining the same meaning consistently throughout both the translation and paraphrasing steps."
"Definition: Given a sentence in Korean, provide an equivalent paraphrased translation in German that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Korean, provide an equivalent translation to German",Translation,"As a language translator, I want to provide accurate and equivalent paraphrased translations from Korean to German, ensuring that the meaning of the original sentence is preserved in both the translation and the paraphrase."
"Definition: Given a sentence in Korean, provide an equivalent paraphrased translation in Chinese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Korean, provide an equivalent translation to Chinese",Translation,"As a language translator, I want to create accurate and equivalent paraphrased translations from Korean to Chinese, maintaining the original sentence's meaning in both the translation and paraphrase."
"Definition: Given a sentence in Korean, provide an equivalent paraphrased translation in Japanese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Korean, provide an equivalent translation to Japanese",Translation,"As a language translator, I want to generate an accurate and equivalent paraphrased translation from Korean to Japanese, ensuring that the original meaning is maintained in both the translated and paraphrased versions."
"Definition: Given a sentence in French, provide an equivalent paraphrased translation in English that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in French, provide an equivalent translation to English",Translation,"As a language translator, I want to deliver an accurate and equivalent paraphrased translation from French to English, ensuring that the meaning of the original sentence remains consistent across both the translation and the paraphrase."
"Definition: Given a sentence in French, provide an equivalent paraphrased translation in Korean that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in French, provide an equivalent translation to Korean",Translation,"As a language translator, I aim to offer a precise and equivalent paraphrased translation from French to Korean, ensuring the original sentence's meaning is consistently maintained throughout both the translation and paraphrasing process."
"Definition: Given a sentence in French, provide an equivalent paraphrased translation in Spanish that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in French, provide an equivalent translation to Spanish",Translation,"As a language translator, I need to produce an exact and equivalent paraphrased translation from French into Spanish, guaranteeing that the meaning of the original sentence is conserved in both the translation and paraphrase."
"Definition: Given a sentence in French, provide an equivalent paraphrased translation in German that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in French, provide an equivalent translation to German",Translation,"As a language translator, I want to provide accurate and fluent paraphrased translations from French to German, ensuring the original meaning is preserved, for each given sentence."
"Definition: Given a sentence in French, provide an equivalent paraphrased translation in Chinese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in French, provide an equivalent translation to Chinese",Translation,"As a language translator, I want to create accurate Chinese paraphrases of given French sentences, maintaining their original meaning throughout the translation process."
"Definition: Given a sentence in French, provide an equivalent paraphrased translation in Japanese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in French, provide an equivalent translation to Japanese",Translation,"As a multilingual translator, I aim to deliver a Japanese paraphrased translation of a provided French sentence, ensuring the meaning remains consistent across both the translation and paraphrasing processes."
"Definition: Given a sentence in Spanish, provide an equivalent paraphrased translation in English that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Spanish, provide an equivalent translation to English",Translation,"As a language professional, I need to offer an English paraphrased translation for each given Spanish sentence, ensuring that both the translation and paraphrasing convey the identical meaning."
"Definition: Given a sentence in Spanish, provide an equivalent paraphrased translation in Korean that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Spanish, provide an equivalent translation to Korean",Translation,"As a language translator, I want to provide accurate and equivalent paraphrased translations from Spanish to Korean, ensuring that the meaning remains unchanged in both the translation and paraphrase."
"Definition: Given a sentence in Spanish, provide an equivalent paraphrased translation in French that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Spanish, provide an equivalent translation to French",Translation,"As a language translator, I want to deliver a French paraphrased translation of a given Spanish sentence, ensuring that the meaning is consistently preserved across both the translation and paraphrasing process."
"Definition: Given a sentence in Spanish, provide an equivalent paraphrased translation in German that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Spanish, provide an equivalent translation to German",Translation,"As a language translator, I want to create a German paraphrased translation for a given Spanish sentence, ensuring the original meaning is maintained accurately in both the translation and the paraphrase."
"Definition: Given a sentence in Spanish, provide an equivalent paraphrased translation in Chinese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Spanish, provide an equivalent translation to Chinese",Translation,"As a language translator, I aim to offer a Chinese paraphrased translation for a provided Spanish sentence, guaranteeing that the meaning stays consistent throughout both the translation and paraphrasing steps."
"Definition: Given a sentence in Spanish, provide an equivalent paraphrased translation in Japanese that retains the same meaning both through the translation and the paraphrase. Emphasis & Caution: - Things to avoid: -Example:- ","Given a sentence in Spanish, provide an equivalent translation to Japanese",Translation,"As a language translator, I intend to produce a Japanese paraphrased translation of a given Spanish sentence, making sure that the meaning remains consistent in both the translated and paraphrased versions."
