Instruction,Summary,Category,User story
"Definition: In this task, you are given a news article. Your task is to classify the article to one out of the four topics 'World', 'Sports', 'Business', 'Sci/Tech' if the article's main topic is relevant to the world, sports, business, and science/technology, correspondingly. If you are not sure about the topic, choose the closest option. Note that URLs in the text have been replaced with [Link]. Emphasis & Caution: - Things to avoid: -","Given a news article, classify the article's topic to four classes.",Text Categorization,"As a news article classifier, I want to categorize the given article into one of the predefined topics, So that articles can be organized systematically by theme, By carefully analyzing the content and determining the primary focus as either 'World', 'Sports', 'Business', or 'Sci/Tech', and choosing the closest category when unsure."
"Definition: Given news headlines and an edited word. The original sentence has word within given format {word}. Create new headlines by replacing {word} in the original sentence with edit word. Classify news headlines into ""Funny"" and ""Not Funny"" that have been modified by humans using an edit word to make them funny. Emphasis & Caution: - Things to avoid: -",Classify edited news headlines into funny and not funny,Text Categorization,"As a News Headline Reviewer, I want to replace {word} in the original news headlines with the provided edit word and classify the modified headlines as either ""Funny"" or ""Not Funny"", based on whether the human-made edit makes the headline humorous, so that the headlines can be appropriately categorized for entertainment purposes."
"Definition: Given news headlines, an edited word and funniness labels. The original sentence has word with the given format {word}. Create new headlines by replacing {word} in the original sentence with edit word. Your task is to generate answer ""Yes"" if an edited sentence matches funniness label, otherwise generate answer ""No"". Emphasis & Caution: - Things to avoid: -",Generate answer yes or no based on given edited sentence and label,Text Categorization,"As a News Headline Validator, I want to replace {word} in news headlines with the provided edit word, So that I can create a new headline, And determine if it aligns with its given funniness label, By generating ""Yes"" for a match and ""No"" otherwise."
"Definition: Given a post that is a real-life anecdote of a complex ethical situation and an associated claim about its type, verify if the claim is true or not. The claim asks if the posts are historical or hypothetical. The posts are ""HISTORICAL"" when the author has already done something and they are ""HYPOTHETICAL"" when the author is considering doing something in the future. Say 'yes' if the claim is true otherwise say 'no'. Emphasis & Caution: - Things to avoid: -","Given a real-life anecdote of a complex ethical situation, verify if the claim about the type of the post is true or not",Text Categorization,"As a Ethics Anecdote Analyst, I want to verify the accuracy of claims regarding whether a post describing a complex ethical situation is historical or hypothetical, So that I can ensure correct classification of the anecdote's context. By examining the post content and determining if it refers to past actions ('HISTORICAL') or potential future actions ('HYPOTHETICAL')."
"Definition: In this task you will be given a text passage from a trivia quiz. You should choose the category this question belongs to from these categories: History, Science, Social Science, Fine Arts, Literature. Emphasis & Caution: You can only choose one category, so if in doubt, please choose the closest match. Things to avoid: -","Given a text from a trivia quiz, decide the category the question belongs to",Text Categorization,"As a Trivia Categorizer, I want to assign the appropriate category to each given trivia quiz text passage, choosing from History, Science, Social Science, Fine Arts, or Literature, ensuring the best-fit classification for each question."
"Definition: You are given a news article headline from BBC Yoruba and your task is to classify it into one of the following categories:  Africa, Entertainment, Health, Nigeria, Politics, Sport, or World. Emphasis & Caution: - Things to avoid: -","Given a news article headline from Yoruba BBC, classify the label of the headline.",Text Categorization,"As a News Category Classifier, I want to categorize BBC Yoruba news headlines into predefined categories including Africa, Entertainment, Health, Nigeria, Politics, Sport, or World, so that users can easily access and filter news based on their interests."
"Definition: In this task, you're given a review from Amazon and your task is to generate the name of the category of the product based on the review given by the user. The categories are: kitchen, office product, watch, wireless, other, toy, digital video download, camera, jewelry, pet products, sports, industrial supplies, baby product, grocery, drugstore, home improvement, pc, shoes, automotive, digital ebook purchase, musical instruments, beauty, book, electronics, lawn and garden, apparel, home, video games, luggage, furniture, personal care appliances. Emphasis & Caution: - Things to avoid: -",Given an Amazon product review your task is to generate the category of product.,Text Categorization,"As a product categorization specialist, I want to identify the appropriate category for an Amazon product based on a given user review, so that the product can be accurately classified within the specified list of categories."
"Definition: In this task, you are given a text which is the body of a document. Your job is to classify the topic of the document into these categories: 1)Company, 2)Educational Institution, 3)Artist, 4)Athlete, 5)Office Holder, 6)Mean of transportation, 7)Building, 8)Natural place, 9)Village, 10)Animal, 11)Plant, 12)Album, 13)Film, 14)Written work. Emphasis & Caution: Your output should be the category number. Things to avoid: Don't generate anything apart from numbers 1-14.",Classifying the topic names of the text (dbpedia_14 dataset),Text Categorization,"As a text classifier user, I want to accurately categorize the topic of a given document, So that I can organize and label content efficiently, By assigning the appropriate numerical category identifier (1-14) based on the subject matter discussed in the text."
"Definition: In this task, you're given a text which is the body of the document. Indicate your answer as ""Yes"" if the text is about a person, otherwise indicate your answer as ""No"". Emphasis & Caution: Pay attention that for your answer to be ""Yes"", the passage should be generally about a person. Things to avoid: Don't generate anything else apart from ""Yes"" or ""No"". Mentions of people in the text don't necessarily mean the text is about a person.",Verifying if the text is about a person (dbpedia_14 dataset),Text Categorization,"As a Text Analyst, I want to determine whether the given text is primarily about a person, so that the system can categorize it accurately, by simply answering with either ""Yes"" if the text focuses on a person or ""No"" if it does not."
"Definition: In this task, you are given a text which is the body of a document. You are given a question and options. Pick the correct number. Emphasis & Caution: - Things to avoid: Don't generate anything else apart from the numbers provided in options.",Generating answer to question ((dbpedia_14 dataset)),Text Categorization,"As a Document Examiner, I want to select the correct number from the provided options in response to a question about a given text, so that I can help verify or classify information within the document, by choosing only the relevant numerical option without generating additional text."
"Definition: Classify the given comment into 'Hope Speech' or 'Not Hope Speech'. A hope speech is defined as content that is encouraging, positive or supportive contents and talks about equality, diversity or inclusion. Emphasis & Caution: - Things to avoid: -",Classify text in english from Hope EDI dataset,Text Categorization,"As a content moderator, I want to classify comments as either 'Hope Speech' or 'Not Hope Speech', so that I can filter and promote positive, encouraging, and inclusive content on the platform."
"Definition:  Emphasis & Caution: Given a comment text in Tamil, classify the comment into one of these categories (i) Hope speech, if it contains encouraging, positive or supportive contents about equality, diversity or inclusion, (ii) Not Hope Speech or (iii) Not in Expected Language, if the text is not Tamil. Things to avoid: -",Classify text in tamil from Hope EDI dataset,Text Categorization,"As a classifier, I want to categorize a Tamil comment as either 'Hope Speech', 'Not Hope Speech', or 'Not in Expected Language', so that appropriate actions can be taken to promote positive discourse and ensure language consistency on the platform."
"Definition: Given a comment text in Malayalam, classify the comment into one of these categories (i) Hope speech, (ii) Not Hope Speech or (iii) Not in Expected Language. A hope speech contains content that is encouraging, positive or supportive contents and talks about equality, diversity or inclusion. Emphasis & Caution: - Things to avoid: -",Classify text in malayalam from Hope EDI dataset,Text Categorization,"As a classifier, I want to classify comments into 'Hope Speech', 'Not Hope Speech', or 'Not in Expected Language', so that I can effectively curate uplifting and inclusive discussions on the platform."
"Definition: Given a part of privacy policy text, classify it into one of these categories: (1) First Party Collection/Use (how and why a service provider collects user information), (2) Third Party Sharing/Collection (how user information may be shared with or collected by third parties), (3) User Choice/Control (choices and control options available to users), (4) User Access, Edit, & Deletion (if and how users may access, edit, or delete their information), (5) Data Retention (how long user information is stored), (6) Data Security (how user information is protected), (7) Policy Change (if and how users will be informed about changes to the privacy policy). Emphasis & Caution: - Things to avoid: -",Classify privacy policy texts from OPP-115 Dataset,Text Categorization,"As an analyst, I want to classify sections of a privacy policy text into predefined categories, so that I can provide clear insights into various aspects of data handling practices for users."
"Definition: In this task, you are provided with an article of the legal acts. Your task is to classify it into three categories (Regulation, Decision and Directive) based on its content: 1) Regulation is a binding legislative act that must be applied in its entirety on a set date across all the member states (European Union countries). 2) Decision is binding on those to whom it is addressed (e.g. an European Union country or an individual company) and is directly applicable. 3) Directive is a legislative act that sets out a goal that all  must achieve. However, it is up to the individual countries to devise their own laws on how to reach these goals. Emphasis & Caution: - Things to avoid: -","Identify the legal act article whether it is Regulation, Decision or Directive",Text Categorization,"As a classifier, I want to accurately categorize articles about legal acts, Into one of the following categories: Regulation, Decision, or Directive, So that users can easily understand and navigate the EU legislation effectively, By thoroughly analyzing and differentiating between the nature and scope of each legal act type."
"Definition: Given a text passage as input comprising of dialogue of negotiations between a seller and a buyer about the sale of an item, your task is to classify the item being sold into exactly one of these categories: 'housing', 'furniture', 'bike', 'phone', 'car', 'electronics'. Emphasis & Caution: The output should be the name of the category from the stated options and there should be exactly one category for the given text passage. Things to avoid: -",Classifying offer type in Craigslist Bargains,Text Categorization,"As a negotiation analyst, I want to classify the item being negotiated in a dialogue, So that users can quickly identify the product category discussed, Given a text passage as input containing a negotiation conversation between a seller and a buyer."
"Definition: Read the given story and classify it as 'imagined', 'recalled', or 'retold'. If a story is imagined, the person who wrote the story is making it up, pretending they experienced it. If a story is recalled, the person who wrote the story really experienced it and is recalling it from memory. If a story is retold, it is a real memory like the 'recalled' stories, but written down much later after previously writing a 'recalled' story about the same events. So, recalled stories and retold stories will be fairly similar, in that they both were real experiences for the writer. Imagined stories have a more linear flow and contain more commonsense knowledge, whereas recalled stories are less connected and contain more specific concrete events. Additionally, higher levels of self reference are found in imagined stories. Between recalled and retold stories, retold stories flow significantly more linearly than recalled stories, and retold stories are significantly higher in scores for cognitive processes and positive tone. Emphasis & Caution: - Things to avoid: -","Classifying whether a story is imagined, recalled, or retold (based on HIPPOCORPUS)",Text Categorization,"As a Story Classifier, I want to accurately categorize stories as 'imagined', 'recalled', or 'retold', So that users can better understand the authenticity and nature of the content. When analyzing a given story, I consider whether it's fabricated ('imagined'), based on actual experience ('recalled'), or a delayed recounting ('retold') of previous memories."
"Definition: You are given a sentence from a conversation between a human and a virtual assistant. Your task is to identify which one of following five services the sentence is related to - Media, Travel, Flights, Buses, RideSharing. Emphasis & Caution: - Things to avoid: -",Identifying which one of five services the sentence is related to,Text Categorization,"As a language processor, I want to analyze the given sentence from a conversation between a human and a virtual assistant, So that I can understand its meaning and context for further processing, Without specific constraints or reasons mentioned."
"Definition: In this task, we are given the script of a dialogues. Indicate if the topic of conversation is Tourism. If so, then output Yes, otherwise output No. Emphasis & Caution: - Things to avoid: -",Classifying Data of DailyDialog whether the topic of conversation is Tourism or Not in the dialogue,Text Categorization,"As a dialogue classifier, I want to determine if the topic of conversation in a given script is Tourism, So that relevant information can be categorized accurately, By analyzing the content and identifying keywords or themes related to Tourism."
"Definition: In this task, you are given a statement spoken by a politician in natural language and the subject of the discussion for the given statement. Your task is to determine if the given subject of the discussion is correct for the given statement. The subject can be multiple words. Answer with ""True"" if it's the correct subject of discussion or return ""False"" if it's incorrect. Emphasis & Caution: - Things to avoid: -","Given a statement and subject of discussion, your task is to classify whether it's a correct subject or not.",Text Categorization,"As a checker, I want to verify if the stated subject matches the content of the politician's statement, So that I can accurately identify the context of their discussion, By examining the given statement and comparing it with the provided subject."
"Definition: In this task, you're given a review from Amazon and category of the product based on the review given by the user and your task is classify whether the given category match the review. Generate ""True"" if given review and its category match, otherwise generate ""False"". Emphasis & Caution: - Things to avoid: -","You're given a review from Amazon and category of the product, classify whether category matchs the review.",Text Categorization,"As a classifier, I want to determine if the provided Amazon review matches its specified product category, so that I can ensure accurate categorization, by analyzing the content of the review and comparing it to the given category."
"Definition: In this task, you are given a question and answer options for that question. Using this information, you have to classify each text into different topics: medicine, nursery, psychology, chemistry, pharmacology, biology. Emphasis & Caution: - Things to avoid: -",Classifying questions into topics,Text Categorization,"As a participant, I want to classify text into different topics such as medicine, nursery, psychology, chemistry, pharmacology, and biology, So that I can organize and categorize information effectively."
"Definition: In this task, you are given a news headline in English. You are expected to classify the post into two classes: sarcastic or non-sarcastic. Emphasis & Caution: A sarcastic sentence is one that refers to the use of words that mean the opposite of what you really want to say, especially in order to insult someone, or to show irritation, or just to be funny. Things to avoid: -","Given a news headline in English, classify whether it is sarcastic or non-sarcastic in nature.",Text Categorization,"As a classifier, I want to categorize English news headlines as sarcastic or non-sarcastic, so that users can understand the intended tone and meaning behind the headlines."
"Definition: In this task, you are given a tweet in English. You are expected to classify the post into two classes: sarcastic or non-sarcastic. Emphasis & Caution: A sarcastic sentence is one that refers to the use of words that mean the opposite of what you really want to say, especially in order to insult someone, or to show irritation, or just to be funny. Things to avoid: -","Given a twitter in English, classify whether it is sarcastic or non-sarcastic in nature.",Text Categorization,"As an analyst, I want to classify English tweets as sarcastic or non-sarcastic, so that the emotional context and intended meaning can be accurately understood by readers."
"Definition: In this task, you are given a hateful post in Bengali that expresses hate or encourages violence towards a person or a group based on the protected characteristics such as race, religion, sex, and sexual orientation. Emphasis & Caution: You are expected to classify the post into two classes: personal or non-personal depending on the topic. Things to avoid: -","Given a hateful post in Bengali, classify whether it is personal or non-personal in nature.",Text Categorization,"As a moderator, I want to classify hateful posts as personal or non-personal based on whether they target an individual or a group due to protected characteristics such as race, religion, sex, and sexual orientation, so that appropriate action can be taken against hate speech."
"Definition: In this task, you are given a hateful post in Bengali that expresses hate or encourages violence towards a person or a group based on the protected characteristics such as race, religion, sex, and sexual orientation. Emphasis & Caution: You are expected to classify the post into two classes: political or non-political depending on the topic. Things to avoid: -","Given a hateful post in Bengali, classify whether it is political or non-political in nature.",Text Categorization,"As a moderator, I want to classify hateful posts as political or non-political based on whether they are targeting a person or group due to protected characteristics within a political context, so that the platform can effectively manage and mitigate hate speech related to politics."
"Definition: In this task, you are given a hateful post in Bengali that expresses hate or encourages violence towards a person or a group based on the protected characteristics such as race, religion, sex, and sexual orientation. Emphasis & Caution: You are expected to classify the post into two classes: religious or non-political religious on the topic. Things to avoid: -","Given a hateful post in Bengali, classify whether it is religious or non-religious in nature.",Text Categorization,"As a moderator, I want to classify hateful posts as religious or non-religious based on whether they express hate or encourage violence towards a person or group due to their religious beliefs or affiliations, so that the platform can effectively address and remove such content."
"Definition: In this task, you are given a hateful post in Bengali that expresses hate or encourages violence in a geopolitical context based on the protected characteristics such as race, religion, sex, and sexual orientation. Emphasis & Caution: You are expected to classify the post into two classes: geopolitical or non-geopolitical depending on the topic. Things to avoid: -","Given a hateful post in Bengali, classify whether it is geopolitical or non-geopolitical in nature.",Text Categorization,"As a moderator, I want to classify Bengali posts as geopolitical or non-geopolitical, so that hate speech and encouragement of violence based on protected characteristics can be identified and addressed, by evaluating the context and determining if it pertains to a geopolitical matter."
"Definition: In this task, you are given a hateful post in Bengali that expresses hate or encourages violence towards a person or a group based on the protected characteristics such as race, religion, sex, and sexual orientation. Emphasis & Caution: You are expected to classify the post into four classes: Religious, Political, Geopolitical and Personal depending on the topic. Things to avoid: -","Given a hateful post in Bengali, classify whether it is political, geopolitical, religious or personal in nature.",Text Categorization,"As an analyst, I want to classify hateful Bengali posts into four categories: Religious, Political, Geopolitical, and Personal, so that hate speech targeting individuals or groups based on protected characteristics can be better understood and managed."
"Definition: Adverse drug reactions are appreciably harmful or unpleasant reactions resulting from an intervention related to the use of medical products, which predicts hazard from future administration and warrants prevention or specific treatment, or alteration of the dosage regimen, or withdrawal of the product. Given medical case reports extracted from MEDLINE, the task is to classify whether the case report mentions the presence of any adverse drug reaction. Classify your answers into non-adverse drug event and adverse drug event. Emphasis & Caution: - Things to avoid: -","Given a sentence, classify whether it contains any adverse drug event.",Text Categorization,"As an analyst, I want to classify case reports extracted from MEDLINE into either ""adverse drug event"" or ""non-adverse drug event"", so that potential hazards related to medical products can be identified and appropriate preventive measures, dosage adjustments, or product withdrawals can be recommended."
"Definition: In this task, you're given a short article. Your job is to classify the article based on its category. Use the following classification labels, 0. World, 1. Sports, 2. Business, 3. Science or Technical. Label the text ""0"" if it contains information related to world. Label the text ""1"" if it contains information related to sports. Label the text ""2"" if it contains information related business. Label the text ""3"" if it contains science or technical related information. Emphasis & Caution: - Things to avoid: -","Given a short article, classify the article based on its category",Text Categorization,"As a classifier, I want to accurately assign category labels (0, 1, 2, or 3) to short articles, so that the content can be organized and easily accessed by users based on their respective topics (World, Sports, Business, or Science/Tech)."
"Definition: In this task, you are given a text in Catalan. Your task is to classify it into 19 different given themes. Names of all the classes are Society, Politics, Tourism, Health, Economy, Events, Parties, Education, Police, Environment, Parliament, Business, Judicial, European Union, Trade, Culture, Cinema, Government, and Letters. Emphasis & Caution: - Things to avoid: -",Classification,Text Categorization,"As a user, I want to categorize Catalan texts into 19 predefined themes, to organize and tag content effectively."
"Definition: You are given a question title. You need to classify it into one of the 10 topics: 0 - 'Society & Culture', 1 - 'Science & Mathematics', 2 - 'Health', 3 - 'Education & Reference', 4 - 'Computers & Internet', 5 - 'Sports', 6 - 'Business & Finance', 7 - 'Entertainment & Music', 8 - 'Family & Relationships', 9 - 'Politics & Government'. Emphasis & Caution: - Things to avoid: -",Classification based on yahoo_answers_topics,Text Categorization,"As a categorizer, I want to accurately classify a given question title into one of ten predetermined topics, So that the question can be directed towards the most relevant subject matter experts and information sources, Based solely on the content of the question title itself."
"Definition: You are given a passage. Using the information present in the passage, you need to classify it into one of the 10 topics: 0 - 'Society & Culture', 1 - 'Science & Mathematics', 2 - 'Health', 3 - 'Education & Reference', 4 - 'Computers & Internet', 5 - 'Sports', 6 - 'Business & Finance', 7 - 'Entertainment & Music', 8 - 'Family & Relationships', 9 - 'Politics & Government'. Emphasis & Caution: - Things to avoid: -",Classification based on yahoo_answers_topics,Text Categorization,"As a classifier, I want to analyze and assign a passage to one of the ten predefined categories, So that the information can be organized and easily searchable within its relevant topic area, Based on the content provided in the passage."
"Definition: Given a passage as input, answer with the category to which the passage belongs. There are 5 categories - Sports and Fitness, Home and Garden, Hobbies and Crafts, Food and Entertaining, Cars & Other Vehicles. Emphasis & Caution: The answer should be one of the categories based on words from the passage which closely belong to the category. Things to avoid: -","Given a passage as input, print the output as the category to which the passage belongs",Text Categorization,"As a categorizer, I want to identify the appropriate category for a given passage based on the words closely related to that category, so that users can quickly find relevant information."
"Definition: You are given a short poem which is written by a kid. Your task is to predict if the kid is in elementary school or high school. Anyone who is from grade 1st to 6th-grade will be considered as in elementary school, and 7th to 12th-grade kids will be considered as in high school. Emphasis & Caution: There are only two possible outputs, i.e., elementary and high. Things to avoid: All inputs have at least one output and it cannot have both categories at a time.","Given a short poem, classify whether is written by an elementary kid or a high school kid.",Text Categorization,"As an evaluator, I want to predict whether a kid author is in elementary or high school, Based on the content of their short poem, So that I can classify their writing level accurately."
"Definition: In this task, you are given an email, and your goal is to determine whether it is spam or non-spam based on its content and characteristics. Emphasis & Caution: - Things to avoid: -",Classify emails as spam or non-spam.,Text Categorization.,"As an email classifier, I want to identify whether a given email is spam or not, So that I can help users manage their inbox effectively."
"Definition: In this task, you are provided with a user review and need to categorize its sentiment as positive, negative, or neutral. Emphasis & Caution: - Things to avoid: -",Classify review sentiment.,Text Categorization.,"As a sentiment analyzer, I want to classify the sentiment of a review as positive, negative, or neutral, So that I can provide meaningful insights into customer feedback."
"Definition: In this task, you are given a sentence and need to determine whether it is a fact, opinion, or a question. Emphasis & Caution: - Things to avoid: -","Classify a statement as fact, opinion, or question.",Text Categorization.,"As a content classifier, I want to determine if a statement is a fact, opinion, or question, So that I can better understand and organize information."
"Definition: In this task, you are provided with a tweet and need to categorize it as product promotion, political agenda, or personal thoughts. Emphasis & Caution: - Things to avoid: -","Classify tweets into promotion, politics, or personal.",Text Categorization.,"As a social media analyst, I want to identify if a tweet promotes a product, a political agenda, or personal thoughts, So that I can categorize the content appropriately."
"Definition: In this task, you are given a news article and need to determine its primary topic from predefined categories. Emphasis & Caution: - Things to avoid: -",Classify news articles into predefined topics.,Text Categorization.,"As a news categorizer, I want to determine the primary topic of a news article, So that I can classify it into predefined categories like politics, sports, entertainment, or health."
"Definition: In this task, you are provided with a piece of text and need to determine whether it uses formal or informal language. Emphasis & Caution: - Things to avoid: -",Classify text as formal or informal.,Text Categorization.,"As a language style analyzer, I want to classify text as formal or informal, So that I can help users tailor their communication appropriately."
"Definition: In this task, you are provided with a headline and need to determine whether it conveys sarcasm or sincerity. Emphasis & Caution: - Things to avoid: -",Classify headlines as sarcastic or sincere.,Text Categorization.,"As a tone classifier, I want to determine whether a given headline conveys sarcasm or sincerity, So that I can identify the intended tone of the content."
"Definition: In this task, you are given a sentence and need to determine whether it describes a historical event or a fictional scenario. Emphasis & Caution: - Things to avoid: -",Classify sentences into historical or fictional.,Text Categorization.,"As a text classifier, I want to identify whether a given sentence describes a historical event or a fictional scenario, So that I can distinguish between real and imagined content."
"Definition: In this task, you are provided with a passage and need to determine whether it is instructional, descriptive, or argumentative. Emphasis & Caution: - Things to avoid: -",Classify a passage based on style.,Text Categorization.,"As a style classifier, I want to determine whether a given passage is instructional, descriptive, or argumentative, So that I can understand its intent and purpose."
"Definition: In this task, you are given a product review and need to determine whether it is biased or unbiased. Emphasis & Caution: - Things to avoid: -",Classify reviews as biased or unbiased.,Text Categorization.,"As a review evaluator, I want to classify a product review as biased or unbiased, So that I can provide fair assessments of user feedback."
"Definition: In this task, you are provided with a passage and need to determine whether it contains factual information or fictional content. Emphasis & Caution: - Things to avoid: -",Classify passages as factual or fictional.,Text Categorization.,"As a content analyst, I want to determine whether a passage contains factual or fictional information, So that I can better organize and validate textual data."
"Definition: In this task, you are given a customer query and need to categorize it as related to billing, technical support, or general inquiries. Emphasis & Caution: - Things to avoid: -",Categorize customer queries into predefined topics.,Text Categorization.,"As a customer support classifier, I want to categorize queries into billing, technical support, or general inquiries, So that I can direct them to the appropriate teams for resolution."
"Definition: In this task, you are provided with a short article and need to identify whether its topic is related to sports, technology, or entertainment. Emphasis & Caution: - Things to avoid: -",Classify articles by topic.,Text Categorization.,"As an article classifier, I want to identify whether a short article relates to sports, technology, or entertainment, So that I can group articles by their main topics."
"Definition: In this task, you are given a dialogue and need to determine whether the conversation topic is related to health, travel, or education. Emphasis & Caution: - Things to avoid: -",Classify conversations by topic.,Text Categorization.,"As a dialogue classifier, I want to identify the main topic of a conversation, So that I can organize dialogues based on their subject matter."
