Instruction,Summary,Category,User story
"Definition: In this task, you will be given sentences in which you have to recognize the name of the body cells. A cell is a mass of cytoplasm that is bound externally by a cell membrane. Usually microscopic in size, cells are the smallest structural units of living matter and compose all living things. Although there might be several correct answers, you need to write one of them. Emphasis & Caution: - Things to avoid: -","Given a sentence from the AnEM dataset, return the list of tokens that mentions of cells in the body.",Named Entity Recognition,"As a extractor, I want to accurately recognize and extract the name of a body cell from the given sentences, so that it can be used for further biological analysis and education."
"Definition: In this task, you are given a sentence. You are expected to write the name of the organism substances in the body mentioned in the input. Although there might be several correct answers, you need to write one of them. Emphasis & Caution: - Things to avoid: -","Given a sentence from the AnEM dataset, return the list of tokens that mentions of organs in the body.",Named Entity Recognition,"As a identifier, I want to accurately identify and write the name of an organism substance mentioned in the given sentence, so that it can be used for further biochemical analysis and research."
"Definition: In this task, you will be presented with a question in Dutch language, and you have to write the named entities from the question if present. B denotes the first item of a phrase and an I any non-initial word. Here is the list of terms used: person names (PER), organizations (ORG), locations (LOC) and miscellaneous names (MISC). There can be instances with no named entities, then return 'None'. Emphasis & Caution: - Things to avoid: -","Given a question in Dutch language, write the named entities from the question if present",Named Entity Recognition,"As an annotator, I want to identify and tag named entities in Dutch questions, Categorizing them using 'B' and 'I' tags for phrase structure and returning 'None' when no entities are present, Utilizing the given entity types: PER, ORG, LOC, MISC."
"Definition: In this task, you will be presented with a question in Dutch language, and you have to write the person names from the question if present. B denotes the first item of a phrase and an I any non-initial word. Phrase used for the person name - PER. There can be instances with no person name entity, then return 'None'. Emphasis & Caution: - Things to avoid: -","Given a question in Dutch language, write the named entities from the question if present",Named Entity Recognition,"As an annotator, I want to extract and label person names within Dutch questions, Identifying the first word with 'B-PER' and following words as 'I-PER', And returning 'None' if there are no person name entities present."
"Definition: In this task, you will be presented with a question in Dutch language, and you have to write the location names from the question if present. B denotes the first item of a phrase and an I any non-initial word. Identifier used for the location name - LOC. . There can be instances with no location name entity, then return 'None'. Emphasis & Caution: - Things to avoid: -","Given a question in Dutch language, write the location names from the question if present",Named Entity Recognition,"As a user, I want to identify and label location names in Dutch questions, So that I can accurately extract and categorize geographical information, By denoting the first item of a location phrase with ""B-LOC"" and subsequent words with ""I-LOC"", returning 'None' if no location name is present."
"Definition: In this task, you are given a paragraph, and your job is to generate comma-separated entities present in the given paragraph. Generate entities from a given passage in such a way that (i) they are present in the paragraph, (ii) they are non-duplicate, (iii) they underwent a state change during the process. Emphasis & Caution: - Things to avoid: Avoid creating entities that (i) aren't present in the process paragraph and (ii) aren't significant.",Generate entities from given text,Named Entity Recognition,"As a participant, I want to generate comma-separated entities from a given paragraph, so that I can identify and list items that have undergone a state change within the text, without including duplicates or insignificant entities, and ensuring all listed entities are explicitly mentioned in the provided paragraph."
"Definition: This task is reading a paragraph and determining if it has proper nouns in it or not. A proper noun is a noun that designates a particular being or thing, does not take a limiting modifier, and is usually capitalized in English. The answer is true if at least one proper noun is present in the sentence, false otherwise. Emphasis & Caution: - Things to avoid: -",Finding Proper Nouns in ljspeech,Named Entity Recognition,"As a Text Analyst, I want to identify whether a given paragraph contains at least one proper noun, so that I can ensure correct capitalization and understand specific entities mentioned."
"Definition: In this task, you are required to identify all the names of movies mentioned in the given text. Emphasis & Caution: Ensure to exclude references to movie franchises if individual movie titles are not explicitly mentioned. Things to avoid: Avoid including characters' names or other unrelated entities.",Recognize and extract movie names from the given text.,Named Entity Recognition.,"As a movie enthusiast, I want to identify and extract the names of movies mentioned in the given text, so that I can understand the cinematic references being made, by ensuring unrelated names such as characters or franchises are excluded."
"Definition: In this task, you are required to extract the names of sports teams mentioned in the provided document. Emphasis & Caution: Include only official team names and exclude abbreviations or nicknames unless explicitly mentioned. Things to avoid: Avoid extracting individual player names or irrelevant organizations.",Identify and extract sports team names from the document.,Named Entity Recognition.,"As a sports analyst, I want to extract and list the names of sports teams mentioned in the document, so that I can analyze their presence or role in the context, by ensuring abbreviations, nicknames, or individual player names are excluded."
"Definition: In this task, you are required to recognize the names of festivals mentioned in a given text. Emphasis & Caution: Focus on proper festival names and exclude descriptions or general references to holidays. Things to avoid: Avoid including events that are not recognized as festivals.",Extract the names of festivals mentioned in the text.,Named Entity Recognition.,"As a cultural researcher, I want to identify and list the names of festivals in the text, so that I can understand their cultural significance, by excluding generic references to holidays or unrelated events."
"Definition: In this task, you are required to identify all the names of animals mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract animal names from the sentences.,Named Entity Recognition.,"As a zoologist, I want to identify and extract the names of animals mentioned in the given sentences, so that I can analyze biodiversity in the context."
"Definition: In this task, you are required to extract the names of rivers mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract river names from the text.,Named Entity Recognition.,"As a geography student, I want to identify and extract the names of rivers mentioned in the text, so that I can better understand their geographical significance."
"Definition: In this task, you are required to identify the names of planets mentioned in the given paragraph. Emphasis & Caution: Ensure to include only officially recognized planet names within the solar system. Things to avoid: Avoid including names of moons, stars, or fictional planets.",Extract planet names from the paragraph.,Named Entity Recognition.,"As an astronomer, I want to identify and extract the names of planets from the given paragraph, so that I can focus on planetary references, by excluding names of moons, stars, or fictional planets."
"Definition: In this task, you are required to identify and label the names of films mentioned in the text. Emphasis & Caution: - Things to avoid: -",Label film names in the text.,Named Entity Recognition.,"As a cinema enthusiast, I want to identify and label the names of films in the text, so that I can explore the references being made."
"Definition: In this task, you are required to recognize the names of mountains mentioned in the provided sentences. Emphasis & Caution: - Things to avoid: -",Extract mountain names from the sentences.,Named Entity Recognition.,"As a mountaineer, I want to identify and extract the names of mountains mentioned in the sentences, so that I can explore potential climbing destinations."
"Definition: In this task, you are required to extract the names of famous landmarks mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract landmark names from the text.,Named Entity Recognition.,"As a traveler, I want to identify and extract the names of famous landmarks mentioned in the text, so that I can plan visits to these locations."
"Definition: In this task, you are required to identify the names of chemical elements mentioned in the provided document. Emphasis & Caution: - Things to avoid: -",Extract chemical element names in the document.,Named Entity Recognition.,"As a chemist, I want to identify and extract the names of chemical elements mentioned in the document, so that I can analyze their role in the discussed context."
"Definition: In this task, you are required to identify the names of languages mentioned in the text. Emphasis & Caution: Ensure to include only natural human languages and exclude programming languages or dialects unless explicitly stated. Things to avoid: Avoid including fictional or constructed languages unless clearly labeled as such.",Extract language names from the text.,Named Entity Recognition.,"As a linguist, I want to identify and extract the names of languages mentioned in the text, so that I can focus on natural language references, by excluding programming languages and fictional languages unless explicitly mentioned."
"Definition: In this task, you are required to extract the names of foods mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract food names from the sentences.,Named Entity Recognition.,"As a nutritionist, I want to identify and extract the names of foods mentioned in the sentences, so that I can analyze dietary patterns in the context."
"Definition: In this task, you are required to recognize the names of professions mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract profession names from the text.,Named Entity Recognition.,"As a career advisor, I want to identify and extract the names of professions mentioned in the text, so that I can provide relevant career guidance."
"Definition: In this task, you are required to identify the names of cities mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract city names from the sentences.,Named Entity Recognition.,"As a geographer, I want to identify and extract the names of cities mentioned in the given sentences, so that I can analyze urban references in the context."
"Definition: In this task, you are required to extract the names of historical figures mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract historical figure names from the text.,Named Entity Recognition.,"As a historian, I want to identify and extract the names of historical figures mentioned in the text, so that I can study their contributions and significance."
"Definition: In this task, you are required to identify the names of continents mentioned in the given paragraph. Emphasis & Caution: Ensure to include only officially recognized continents. Things to avoid: Avoid including subregions or countries.",Extract continent names from the paragraph.,Named Entity Recognition.,"As a geographer, I want to identify and extract the names of continents mentioned in the paragraph, so that I can analyze geographical discussions, by excluding subregions or countries."
"Definition: In this task, you are required to recognize the names of art movements mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract art movement names from the text.,Named Entity Recognition.,"As an art historian, I want to identify and extract the names of art movements mentioned in the text, so that I can study their influence and evolution."
"Definition: In this task, you are required to extract the names of mythical creatures mentioned in the provided sentences. Emphasis & Caution: - Things to avoid: -",Extract mythical creature names from the sentences.,Named Entity Recognition.,"As a folklore researcher, I want to identify and extract the names of mythical creatures mentioned in the sentences, so that I can analyze their cultural significance."
"Definition: In this task, you are required to identify the names of musical instruments mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract musical instrument names from the text.,Named Entity Recognition.,"As a musician, I want to identify and extract the names of musical instruments mentioned in the text, so that I can explore their relevance in the context."
"Definition: In this task, you are required to extract the names of plants mentioned in the given sentences. Emphasis & Caution: Ensure to include only recognized plant species or categories. Things to avoid: Avoid including fictional plant names or generic terms for vegetation.",Extract plant names from the sentences.,Named Entity Recognition.,"As a botanist, I want to identify and extract the names of plants mentioned in the sentences, so that I can study their characteristics, by excluding fictional plant names or generic vegetation terms."
"Definition: In this task, you are required to identify the names of poems mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract poem names from the text.,Named Entity Recognition.,"As a literature enthusiast, I want to identify and extract the names of poems mentioned in the text, so that I can explore and understand their literary significance."
"Definition: In this task, you are required to extract the names of programming languages mentioned in the provided document. Emphasis & Caution: - Things to avoid: -",Extract programming language names from the document.,Named Entity Recognition.,"As a software developer, I want to identify and extract the names of programming languages mentioned in the document, so that I can evaluate their relevance to the context."
"Definition: In this task, you are required to recognize the names of scientific journals mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract scientific journal names from the text.,Named Entity Recognition.,"As a researcher, I want to identify and extract the names of scientific journals mentioned in the text, so that I can reference them accurately in my work."
"Definition: In this task, you are required to identify the names of currencies mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract currency names from the sentences.,Named Entity Recognition.,"As an economist, I want to identify and extract the names of currencies mentioned in the sentences, so that I can analyze financial and economic references in the context."
"Definition: In this task, you are required to extract the names of vehicles mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract vehicle names from the text.,Named Entity Recognition.,"As an automobile enthusiast, I want to identify and extract the names of vehicles mentioned in the text, so that I can study their specifications and historical importance."
"Definition: In this task, you are required to identify the names of beverages mentioned in the given paragraph. Emphasis & Caution: Ensure to include only proper names of beverages and exclude generic terms like ""drink"" or ""juice"" unless a specific name is provided. Things to avoid: Avoid including food items or unrelated products.",Extract beverage names from the paragraph.,Named Entity Recognition.,"As a food and drink expert, I want to identify and extract the names of beverages from the paragraph, so that I can analyze their role in the context, by excluding generic terms or unrelated items."
"Definition: In this task, you are required to identify and label the names of bridges mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract bridge names from the text.,Named Entity Recognition.,"As an architect, I want to identify and extract the names of bridges mentioned in the text, so that I can study their design and engineering significance."
"Definition: In this task, you are required to recognize the names of tourist destinations mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract tourist destination names from the sentences.,Named Entity Recognition.,"As a traveler, I want to identify and extract the names of tourist destinations mentioned in the sentences, so that I can explore and plan my visits."
"Definition: In this task, you are required to extract the names of artists mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract artist names from the text.,Named Entity Recognition.,"As an art enthusiast, I want to identify and extract the names of artists mentioned in the text, so that I can explore their works and contributions."
"Definition: In this task, you are required to identify the names of awards mentioned in the text. Emphasis & Caution: Ensure to include only proper award names and exclude generic references to prizes or honors. Things to avoid: Avoid including organizations or events unless explicitly part of the award name.",Extract award names from the text.,Named Entity Recognition.,"As an awards researcher, I want to identify and extract the names of awards mentioned in the text, so that I can study their significance and recipients, by excluding generic references and unrelated entities."
"Definition: In this task, you are required to identify the names of genres mentioned in the provided sentences. Emphasis & Caution: - Things to avoid: -",Extract genre names from the sentences.,Named Entity Recognition.,"As a content analyst, I want to identify and extract the names of genres mentioned in the sentences, so that I can categorize content appropriately."
"Definition: In this task, you are required to extract the names of religions mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract religion names from the text.,Named Entity Recognition.,"As a cultural researcher, I want to identify and extract the names of religions mentioned in the text, so that I can study their influence on the context."
"Definition: In this task, you are required to recognize the names of software companies mentioned in the paragraph. Emphasis & Caution: - Things to avoid: -",Extract software company names from the paragraph.,Named Entity Recognition.,"As a tech enthusiast, I want to identify and extract the names of software companies mentioned in the paragraph, so that I can analyze their role in the industry."
"Definition: In this task, you are required to identify the names of space missions mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract space mission names from the text.,Named Entity Recognition.,"As an astronomer, I want to identify and extract the names of space missions mentioned in the text, so that I can analyze their objectives and achievements."
"Definition: In this task, you are required to extract the names of volcanoes mentioned in the provided sentences. Emphasis & Caution: - Things to avoid: -",Extract volcano names from the sentences.,Named Entity Recognition.,"As a geologist, I want to identify and extract the names of volcanoes mentioned in the sentences, so that I can study their activity and geographical distribution."
"Definition: In this task, you are required to identify the names of museums mentioned in the given paragraph. Emphasis & Caution: - Things to avoid: -",Extract museum names from the paragraph.,Named Entity Recognition.,"As a culture enthusiast, I want to identify and extract the names of museums mentioned in the paragraph, so that I can explore their collections and exhibits."
"Definition: In this task, you are required to identify and label the names of spacecraft mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract spacecraft names from the text.,Named Entity Recognition.,"As a space exploration enthusiast, I want to identify and extract the names of spacecraft mentioned in the text, so that I can study their design and missions."
"Definition: In this task, you are required to recognize the names of deserts mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract desert names from the sentences.,Named Entity Recognition.,"As a geographer, I want to identify and extract the names of deserts mentioned in the sentences, so that I can study their geographical and ecological characteristics."
"Definition: In this task, you are required to extract the names of ancient civilizations mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract ancient civilization names from the text.,Named Entity Recognition.,"As a historian, I want to identify and extract the names of ancient civilizations mentioned in the text, so that I can analyze their cultural and historical significance."
"Definition: In this task, you are required to identify the names of computer hardware components mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract hardware component names from the text.,Named Entity Recognition.,"As a hardware technician, I want to identify and extract the names of computer hardware components mentioned in the text, so that I can ensure accurate maintenance and upgrades."
"Definition: In this task, you are required to extract the names of universities mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract university names from the sentences.,Named Entity Recognition.,"As an education analyst, I want to identify and extract the names of universities mentioned in the sentences, so that I can analyze their contributions to academia."
"Definition: In this task, you are required to identify the names of fictional characters mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract fictional character names from the text.,Named Entity Recognition.,"As a literature enthusiast, I want to identify and extract the names of fictional characters mentioned in the text, so that I can analyze their roles in the story."
"Definition: In this task, you are required to recognize the names of events or conferences mentioned in the paragraph. Emphasis & Caution: - Things to avoid: -",Extract event or conference names from the paragraph.,Named Entity Recognition.,"As an event planner, I want to identify and extract the names of events or conferences mentioned in the paragraph, so that I can analyze their scope and significance."
"Definition: In this task, you are required to identify the names of lakes mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract lake names from the sentences.,Named Entity Recognition.,"As a geographer, I want to identify and extract the names of lakes mentioned in the sentences, so that I can study their geographical importance."
"Definition: In this task, you are required to extract the names of philosophers mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract philosopher names from the text.,Named Entity Recognition.,"As a philosophy student, I want to identify and extract the names of philosophers mentioned in the text, so that I can explore their ideas and contributions."
"Definition: In this task, you are required to identify the names of wars or battles mentioned in the given paragraph. Emphasis & Caution: - Things to avoid: -",Extract war or battle names from the paragraph.,Named Entity Recognition.,"As a historian, I want to identify and extract the names of wars or battles mentioned in the paragraph, so that I can analyze their historical significance."
"Definition: In this task, you are required to identify and label the names of islands mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract island names from the text.,Named Entity Recognition.,"As a traveler, I want to identify and extract the names of islands mentioned in the text, so that I can plan visits to these locations."
"Definition: In this task, you are required to recognize the names of buildings or monuments mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract building or monument names from the sentences.,Named Entity Recognition.,"As an architect, I want to identify and extract the names of buildings or monuments mentioned in the sentences, so that I can study their design and cultural importance."
"Definition: In this task, you are required to extract the names of airlines mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract airline names from the text.,Named Entity Recognition.,"As a traveler, I want to identify and extract the names of airlines mentioned in the text, so that I can consider them for future travel."
"Definition: In this task, you are required to identify the names of TV shows mentioned in the provided document. Emphasis & Caution: - Things to avoid: -",Extract TV show names from the document.,Named Entity Recognition.,"As an entertainment enthusiast, I want to identify and extract the names of TV shows mentioned in the document, so that I can explore and watch them."
"Definition: In this task, you are required to identify the names of occupations mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract occupation names from the sentences.,Named Entity Recognition.,"As a career advisor, I want to identify and extract the names of occupations mentioned in the sentences, so that I can provide relevant career guidance."
"Definition: In this task, you are required to extract the names of festivals mentioned in the provided text. Emphasis & Caution: Ensure to include only widely recognized festivals. Things to avoid: Avoid including local or informal events unless explicitly stated as festivals.",Extract festival names from the text.,Named Entity Recognition.,"As a cultural analyst, I want to identify and extract the names of festivals mentioned in the text, so that I can analyze their significance, by excluding local or informal events unless clearly marked as festivals."
"Definition: In this task, you are required to recognize the names of planets from mythologies mentioned in the paragraph. Emphasis & Caution: - Things to avoid: -",Extract mythical planet names from the paragraph.,Named Entity Recognition.,"As a mythology enthusiast, I want to identify and extract the names of planets from mythologies mentioned in the paragraph, so that I can study their cultural symbolism."
"Definition: In this task, you are required to identify the names of galaxies mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract galaxy names from the sentences.,Named Entity Recognition.,"As an astronomer, I want to identify and extract the names of galaxies mentioned in the sentences, so that I can study their properties and classification."
"Definition: In this task, you are required to extract the names of sports leagues mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract sports league names from the text.,Named Entity Recognition.,"As a sports enthusiast, I want to identify and extract the names of sports leagues mentioned in the text, so that I can analyze their structures and teams."
"Definition: In this task, you are required to identify the names of hospitals mentioned in the given paragraph. Emphasis & Caution: - Things to avoid: -",Extract hospital names from the paragraph.,Named Entity Recognition.,"As a healthcare researcher, I want to identify and extract the names of hospitals mentioned in the paragraph, so that I can evaluate their role in medical services."
"Definition: In this task, you are required to identify and label the names of rivers mentioned in the text. Emphasis & Caution: Ensure to include only officially recognized river names. Things to avoid: Avoid including names of lakes, streams, or other water bodies.",Extract river names from the text.,Named Entity Recognition.,"As a hydrologist, I want to identify and extract the names of rivers mentioned in the text, so that I can focus on their geographical and ecological significance, by excluding lakes, streams, or other water bodies."
"Definition: In this task, you are required to recognize the names of publishers mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract publisher names from the sentences.,Named Entity Recognition.,"As an author, I want to identify and extract the names of publishers mentioned in the sentences, so that I can consider them for potential collaborations."
"Definition: In this task, you are required to extract the names of scientific instruments mentioned in the given text. Emphasis & Caution: - Things to avoid: -",Extract scientific instrument names from the text.,Named Entity Recognition.,"As a scientist, I want to identify and extract the names of scientific instruments mentioned in the text, so that I can analyze their applications in research."
"Definition: In this task, you are required to identify the names of clothing brands mentioned in the provided document. Emphasis & Caution: - Things to avoid: -",Extract clothing brand names from the document.,Named Entity Recognition.,"As a fashion enthusiast, I want to identify and extract the names of clothing brands mentioned in the document, so that I can explore their products and designs."
"Definition: In this task, you are required to identify the names of countries or territories mentioned in the given sentences. Emphasis & Caution: Ensure to include only sovereign countries and official territories. Things to avoid: Avoid including cities or regions unless they represent territories.",Extract country or territory names from the sentences.,Named Entity Recognition.,"As a geopolitical analyst, I want to identify and extract the names of countries or territories mentioned in the sentences, so that I can analyze their roles in global affairs, by excluding cities or regions that are not official territories."
"Definition: In this task, you are required to extract the names of space telescopes mentioned in the text. Emphasis & Caution: - Things to avoid: -",Extract space telescope names from the text.,Named Entity Recognition.,"As an astrophysicist, I want to identify and extract the names of space telescopes mentioned in the text, so that I can study their contributions to astronomical discoveries."
"Definition: In this task, you are required to recognize the names of famous paintings mentioned in the paragraph. Emphasis & Caution: - Things to avoid: -",Extract painting names from the paragraph.,Named Entity Recognition.,"As an art historian, I want to identify and extract the names of famous paintings mentioned in the paragraph, so that I can analyze their historical and artistic significance."
"Definition: In this task, you are required to identify the names of wildlife sanctuaries mentioned in the given sentences. Emphasis & Caution: - Things to avoid: -",Extract wildlife sanctuary names from the sentences.,Named Entity Recognition.,"As a conservationist, I want to identify and extract the names of wildlife sanctuaries mentioned in the sentences, so that I can study their role in biodiversity preservation."
"Definition: In this task, you are required to extract the names of satellites mentioned in the provided text. Emphasis & Caution: - Things to avoid: -",Extract satellite names from the text.,Named Entity Recognition.,"As a space scientist, I want to identify and extract the names of satellites mentioned in the text, so that I can analyze their purposes and functions."
"Definition: In this task, you are required to identify the names of theaters mentioned in the given paragraph. Emphasis & Caution: - Things to avoid: -",Extract theater names from the paragraph.,Named Entity Recognition.,"As a theater enthusiast, I want to identify and extract the names of theaters mentioned in the paragraph, so that I can explore their history and performances."
